iter	Logloss
441	0.2285364709
442	0.2285036533
443	0.2284905381
444	0.2284496718
445	0.2284118678
446	0.2283978308
447	0.2283846021
448	0.2283593452
449	0.2283473673
450	0.228336529
451	0.2283238998
452	0.2283131143
453	0.2283027045
454	0.2282803202
455	0.2282626263
456	0.228227722
457	0.2282169906
458	0.2281940101
459	0.2281833599
460	0.2281710604
461	0.2281456409
462	0.2281245846
463	0.2281044495
464	0.2280930657
465	0.2280829035
466	0.2280673265
467	0.2280494407
468	0.2280233439
469	0.2280106132
470	0.2279993127
471	0.2279855061
472	0.2279729925
473	0.2279651309
474	0.2279546172
475	0.2279304786
476	0.2279095041
477	0.2278990437
478	0.2278872905
479	0.2278789167
480	0.2278656913
481	0.2278560979
482	0.2278330625
483	0.2278165134
484	0.2278077626
485	0.2277907169
486	0.2277797153
487	0.227771748
488	0.2277628669
489	0.2277546829
490	0.2277188571
491	0.2277093005
492	0.2276915773
493	0.2276694099
494	0.2276531229
495	0.2276374865
496	0.2276267383
497	0.2276163438
498	0.2275841764
499	0.2275512774
500	0.2275329039
501	0.2275258038
502	0.2275079723
503	0.2274913874
504	0.2274851791
505	0.2274513045
506	0.2274454492
507	0.2274331293
508	0.2274047553
509	0.2273939434
510	0.2273700151
511	0.2273618687
512	0.2273527211
513	0.227344863
514	0.2273320841
515	0.2273253492
516	0.2273209844
517	0.2273086812
518	0.2272973233
519	0.227290644
520	0.2272638154
521	0.2272521897
522	0.2272300493
523	0.2272134643
524	0.2272057006
525	0.2271997268
526	0.2271902964
527	0.2271655544
528	0.2271568971
529	0.2271481312
530	0.2271293105
531	0.22710717
532	0.2271009913
533	0.2270796233
534	0.227068672
535	0.2270596605
536	0.2270239025
537	0.2270147013
538	0.2270062596
539	0.226989214
540	0.2269818835
541	0.2269597831
542	0.22694515
543	0.2269402984
544	0.2269222907
545	0.2269142429
546	0.2269068272
547	0.2268863399
548	0.2268816772
549	0.2268728562
550	0.226866176
551	0.2268617979
552	0.2268538576
553	0.2268492627
554	0.2268440189
555	0.2268376369
556	0.226819995
557	0.2268144373
558	0.2268105349
559	0.226805791
560	0.2268016437
561	0.2267807228
562	0.2267569835
563	0.2267350056
564	0.2267298611
565	0.2267242185
566	0.2267104247
567	0.2267043002
568	0.2266825662
569	0.2266646127
570	0.2266307788
571	0.2266146951
572	0.2266002917
573	0.2265819046
574	0.2265642491
575	0.2265582601
576	0.2265531633
577	0.2265465236
578	0.2265417956
579	0.226528991
580	0.2265124602
581	0.2265070945
582	0.2264900759
583	0.2264863217
584	0.2264811321
585	0.2264486803
586	0.2264406454
587	0.2264220957
588	0.2264070012
589	0.2263939799
590	0.226363154
591	0.2263484931
592	0.2263451177
593	0.2263151726
594	0.2263035068
595	0.2262894286
596	0.2262779248
597	0.2262619902
598	0.2262426004
599	0.2262350942
600	0.2262285766
601	0.2262006234
602	0.2261971538
603	0.2261924452
604	0.2261829062
605	0.2261756316
606	0.2261462149
607	0.2261394684
608	0.2261350647
609	0.2261301948
610	0.2261260629
611	0.2261077571
612	0.2261029063
613	0.2261000871
614	0.2260907919
615	0.2260646001
616	0.2260581802
617	0.226047652
618	0.2260321646
619	0.2260182896
620	0.2260117592
621	0.2260031008
622	0.2259986385
623	0.2259925683
624	0.2259681786
625	0.2259622001
626	0.2259563102
627	0.2259530312
628	0.2259248746
629	0.2259095769
630	0.2259045365
631	0.2258898078
632	0.2258796048
633	0.2258596594
634	0.2258362995
635	0.2258213405
636	0.2258179842
637	0.225812237
638	0.2258077656
639	0.2257810995
640	0.2257677395
641	0.225760951
642	0.2257471302
643	0.2257416882
644	0.2257210654
645	0.2257157263
646	0.225703816
647	0.2257010375
648	0.2256898312
649	0.2256812947
650	0.2256614991
651	0.2256427733
652	0.2256329225
653	0.225626107
654	0.2256122185
655	0.2255913517
656	0.2255784117
657	0.2255654039
658	0.2255606802
659	0.2255450167
660	0.22552541
661	0.2255201263
662	0.2255084464
663	0.2255000726
664	0.2254971079
665	0.2254894522
666	0.2254806719
667	0.2254758357
668	0.2254464867
669	0.2254367444
670	0.2254317323
671	0.2254209196
672	0.2254178302
673	0.2254101339
674	0.2254075179
675	0.2254028867
676	0.2253981504
677	0.2253877848
678	0.2253823926
679	0.2253775455
680	0.2253717868
681	0.22535405
682	0.225340568
683	0.2253297959
684	0.2253268556
685	0.2253224558
686	0.2253185316
687	0.2253122851
688	0.2252937626
689	0.2252863644
690	0.2252573949
691	0.2252512568
692	0.2252450916
693	0.2252380463
694	0.22523577
695	0.2252330872
696	0.2252236023
697	0.2252176133
698	0.2251974512
699	0.2251935759
700	0.2251742268
701	0.2251694708
702	0.2251642677
703	0.2251613672
704	0.2251435085
705	0.2251393277
706	0.2251351815
707	0.2251216452
708	0.2251192488
709	0.225097
710	0.2250897507
711	0.2250726645
712	0.2250681388
713	0.2250526379
714	0.2250252266
715	0.2250218527
716	0.2250017311
717	0.2249912029
718	0.2249878426
719	0.2249682495
720	0.2249631818
721	0.2249585478
722	0.2249501876
723	0.2249444696
724	0.2249258656
725	0.2249018282
726	0.2248978509
727	0.224881564
728	0.2248658191
729	0.2248520118
730	0.2248344783
731	0.2248245598
732	0.2248115791
733	0.2247951161
734	0.2247920403
735	0.2247762682
736	0.2247635044
737	0.2247451172
738	0.2247365944
739	0.2247214457
740	0.2247170419
741	0.2247108903
742	0.2246930452
743	0.2246791018
744	0.2246653894
745	0.2246376122
746	0.2246351995
747	0.2246278419
748	0.2246090755
749	0.2245965554
750	0.2245767185
751	0.2245652283
752	0.2245556756
753	0.224544199
754	0.2245334133
755	0.2245153649
756	0.2245108663
757	0.2245083596
758	0.2244997148
759	0.2244803251
760	0.2244764092
761	0.2244619651
762	0.2244580156
763	0.2244544734
764	0.2244522106
765	0.2244341893
766	0.2244188509
767	0.2244032687
768	0.2243861152
769	0.2243755734
770	0.2243715485
771	0.2243560881
772	0.2243463323
773	0.2243432158
774	0.2243374978
775	0.2243258179
776	0.2243239743
777	0.2243089481
778	0.2242949511
779	0.2242924574
780	0.2242773364
781	0.2242714964
782	0.2242640028
783	0.2242599735
784	0.2242570197
785	0.2242479956
786	0.2242365459
787	0.2242232265
788	0.2242161941
789	0.2242025223
790	0.224194257
791	0.2241863439
792	0.2241764661
793	0.2241742167
794	0.2241602468
795	0.2241505451
796	0.2241429573
797	0.2241376593
798	0.2241272801
799	0.2241174023
800	0.2241136084
801	0.2240903163
802	0.224087143
803	0.2240739726
804	0.224071014
805	0.2240635216
806	0.2240576674
807	0.2240539657
808	0.2240518112
809	0.2240435323
810	0.2240405067
811	0.2240311844
812	0.2240266588
813	0.2240085562
814	0.2239992881
815	0.2239858738
816	0.2239834619
817	0.2239766192
818	0.2239708334
819	0.2239676086
820	0.2239612944
821	0.2239511727
822	0.2239437067
823	0.2239415923
824	0.223938663
825	0.2239324165
826	0.2239231078
827	0.2239121324
828	0.2238893145
829	0.2238749924
830	0.2238730564
831	0.2238699639
832	0.2238607229
833	0.2238531621
834	0.2238508561
835	0.2238447452
836	0.2238369269
837	0.2238258567
838	0.2238201251
839	0.2238166293
840	0.2238136754
841	0.223810532
842	0.2238055863
843	0.2238028333
844	0.2238001369
845	0.2237913024
846	0.2237708828
847	0.2237601378
848	0.2237576701
849	0.2237412884
850	0.2237346896
851	0.2237322492
852	0.2237260434
853	0.2237216803
854	0.2237158132
855	0.2237095261
856	0.2237068976
857	0.2236995265
858	0.2236840932
859	0.2236787952
860	0.2236778609
861	0.2236750555
862	0.2236726157
863	0.223670027
864	0.2236680488
865	0.2236567076
866	0.2236502172
867	0.2236456103
868	0.223638876
869	0.2236319521
870	0.22362473
871	0.2236185242
872	0.2236138772
873	0.2236112486
874	0.2236079831
875	0.2235995822
876	0.2235951649
877	0.2235890675
878	0.2235872241
879	0.223581601
880	0.2235790265
881	0.2235773734
882	0.2235674008
883	0.2235481329
884	0.2235396508
885	0.2235359381
886	0.2235333367
887	0.2235289195
888	0.2235104646
889	0.2235064411
890	0.2235048016
891	0.2235028362
892	0.2234991913
893	0.2234939476
894	0.2234865093
895	0.2234814011
896	0.2234640031
897	0.2234621061
898	0.2234578515
899	0.2234476484
900	0.223444261
901	0.2234384888
902	0.223436686
903	0.2234295317
904	0.2234280283
905	0.2234256571
906	0.2234199391
907	0.2234177314
908	0.2234164307
909	0.2234116341
910	0.2233967293
911	0.2233941549
912	0.2233921216
913	0.2233785447
914	0.2233767697
915	0.2233758482
916	0.2233693307
917	0.2233587348
918	0.2233527729
919	0.2233477053
920	0.2233459844
921	0.2233437233
922	0.2233420296
923	0.2233395906
924	0.2233381815
925	0.2233361482
926	0.2233263111
927	0.2233240889
928	0.2233219751
929	0.2233189265
930	0.2233098752
931	0.2233029512
932	0.2233019085
933	0.2233000921
934	0.2232985602
935	0.2232926931
936	0.2232890771
937	0.2232830338
938	0.2232775868
939	0.2232752698
940	0.2232729799
941	0.2232704886
942	0.223267196
943	0.2232612069
944	0.2232565864
945	0.2232543372
946	0.2232525478
947	0.22325164
948	0.2232474944
949	0.2232455974
950	0.2232436191
951	0.2232423312
952	0.2232388508
953	0.2232353278
954	0.2232331869
955	0.2232278483
956	0.223224244
957	0.2232217373
958	0.2232203686
959	0.2232167102
960	0.2232136912
961	0.2232085829
962	0.2232073092
963	0.2232062524
964	0.2232045316
965	0.2232020818
966	0.2231997512
967	0.223198193
968	0.2231965805
969	0.2231952797
970	0.2231922039
971	0.223189914
972	0.2231877731
973	0.2231804833
974	0.2231644404
975	0.2231626551
976	0.2231610962
977	0.2231602282
978	0.2231589145
979	0.223145879
980	0.2231426948
981	0.2231408114
982	0.2231385214
983	0.2231343074
984	0.2231299037
985	0.2231261775
986	0.2231229933
987	0.2231152292
988	0.2231061644
989	0.2231041861
990	0.2231010867
991	0.2230986206
992	0.223096832
993	0.2230939053
994	0.2230925367
995	0.2230870084
996	0.223085003
997	0.2230800844
998	0.22307834
999	0.2230747358
